78,0,replyigbb im not robot fight for my way its okay thats cinta goblin inget kayak suka mewek drama tinggal tinggal cengeng,0,0,39,181,0
79,0,sinyal jelek,0,1,6,35,0
80,0,ah dusta kaya,0,0,8,39,0
81,1,orang kurus makan g gede lho orang gendut mkn dikit gendut minder orang kurus gemuk syukur sm allah,5,2,49,196,1
82,0,map iya ik putry khilaf sombong wa emotxtawa bau ik kaya tae,0,0,12,58,0
83,1,kurnia mega bintang timnas emotxjempol http t co drfyijeswg,10,0,12,67,0
84,1,cinta alas senyum indah tertawa terkadang cinta kenang tak lupa,2,0,24,163,0
85,1,selamat pagi selamat beraktifitas iya,0,0,7,39,0
86,0,sakit gigi sakit hati bareng kayak bilang terima kasih loh tuhan kasih sempat langka,3,0,25,141,0
87,0,kaya anak kostan tidak uang lapar emotxsedih iya tuhan,0,0,12,67,0
88,1,hepibesdey mbaak cantek umur sehat mulia pribadi tetep tel yetapi simpenan orang,1,0,28,164,0
89,0,mau fasilitasin kerja hasil emotxsenyum omonganya iya kosong at motormobile ofice ,0,0,20,107,0
90,1,gilegue lihat cover jack the giant slayer ut gemes banget nicho gaya keren habis naksir emotxcinta,5,0,22,104,0
91,1,tidak acuh diem-diem perhati banget anak nya galak cengeng disiplin banget humoris ramah jago masak pinter ngaji rajin banget sholat orang nya kuat emotxtawa h sayang banget mama,2,0,46,214,0
92,1,yah nama cinta cinta banget cinta lumayan cinta cinta tidak pisah yah nama cinta ngeplanning besok cinta persen,3,0,40,202,0
93,0,diam lawan memparalat hukum tuju kuasa diam lawan front linernya komunis kedok pancasila emotxsenyum,2,1,27,153,0
94,0,sometimes flashback is hurts egy jahat sangat    ,0,0,9,53,0
95,0,cewek galak cewek goblik pakai feeling tidak pakai otak egois baper semena tidak empati manja tidak salah tidak responsible lempar tanggung wait cowo sih dasar galak wq,4,0,59,277,0
96,1,hai cantik 3 waiting juni  ,0,0,8,44,0
97,1,alhamdulillah tidak inferior islam agama sempurna umat inferior islam agama islam liberal,2,0,31,177,0
98,1,sayang,0,0,4,18,0
99,1,price list facebook nya web nya moga bantu emotxsenyum anyway myday karaoke sana emotxsenyum,3,0,44,182,0
100,0,misteri perempuan korban leceh seksual speak up ganas jari mulut perempuan,1,0,23,144,0
101,1,happy birthday sender wish you althe best moga tahun kasih sehat sukses orang sayang once again happy birthday,2,3,35,164,0
102,0,tidak mnta maap kalik beda perspektif mah wajar mah ngapus twit neg bela simic slama vgk lapor pulisi bhwa ut korban leceh mah tetep urus private mreka bdua dm awa,2,0,50,249,1
103,1,emotxtawa co bahak bahak pas pel pkn itutuh sd cilampang tertawa,0,0,13,76,0
104,0,tidak tidak an bias jawa jawa lihat twitmu kemero emotxdatar,0,0,16,93,0
105,1,habis buka facebook thinking iya teman teman kenal teman sd pas jaman kuliah sibuk neng lihat feeling very grateful have a live in this life alhamdulillah,8,0,48,249,1
106,0,wakwkw maaf yud salah ngotot huh,0,0,7,38,0
107,0,tgb sby pmarahanarab rapat tidak dengar seru indonesia butuh pimpin kredibel jokowi tak kredibel akugppkok,17,0,42,211,3
108,0,koneksi axis parah banget mari  at hotel http t co uwoatijxqs,9,0,18,81,1
109,1,serah ku sama sayang lawan dunia rendah tak sama sayang darah,0,0,28,172,0
110,0,orang egois dimusnahkn duduk kakak tidak mindahin brgnya ditaro disblh orang diri emotxtawa pkr kereta mbah,0,1,27,157,0
111,1,nama asa tidak dibohongin bikin jatuh cinta bikin nyaman orang beda cewek cowo emotxsenyum selamat sore lupa minum emotxsenyum minum yakult,3,0,42,212,0
112,0,twt tolong coba tatar biar sopan santun sombong ajar,0,0,15,79,0
113,1,esbuah srb bolak gojek rorb beli 4 es buah rorb aorb worth it asli kota jual ceban 1 jarang parah emotxtawa,1,0,34,156,0
114,1,sayang iya sayang sangat manja iya manja sangat alem iya alem sangat marah iya marah sangat koplak iya ditanyaya gaes koplak lebih,5,0,36,199,0
115,0,kalimat masasih uang kemarin dksh gacukup boros bangetsih uang tinggal gin lantas si atur uang murka,1,0,30,154,0
116,0,hoh bar sakit emotxtangis,0,0,7,25,0
117,0,stlah upah traktir neng kaleum bray msi tanggal,0,0,13,67,0
118,0,sangat kuatir dukung penuh nu presiden coba utak atik delegitimasi istilah islam nusantara kenal kembang nu muktamar 2015 soal agama politik,10,0,39,259,2
119,0,niruin sistem sekolah tidak kreatif sekolah norak sih iya apa pakai ungulan ungulan iya emotxtawa,0,0,21,136,0
120,1,jatuh cinta ryan gosling the notebook tidak bosan nonton ulang land 10 kali nonton land mata sayu senyum lembut gosling banget,14,0,49,235,0
121,1,amin terima kasih deh selamat ulangtahun cinta sukses dunia akhirat iya,0,0,15,76,0
122,1,manusia tibatiba nyita perhati gara-gara kira orang kalem allahu bobrok banget bobrok cinta emotxtangis bucin banget sori emotxsenyum,0,0,35,180,0
123,0,salah ngalah,0,1,9,46,0
124,1,kalung hayom bagus,1,0,5,30,0
125,1,cipta tuhan superhero malaikat laku adik anak nomor murah hati mohon moga cepat adik menjauhdarijanji,3,0,41,217,0
126,1,sayang sayang sayang sakit sayang sungguh emotxtawa,3,0,45,227,0
127,0,supir bak hilunya tolol jalan lebar bisabisanya ngelindes kaki w pas kaki kelindes mundur maju cepat cepat hah hoh hah hoh sakit tot bodoh pelihara kucing pelihara,1,0,38,213,0
128,1,cie selamat tanggal iya fatrin longlast and kep romantic iya seyamet tanggal iya bebeb emotxtawa,0,0,17,95,0
129,0,banyak nonton bangkit kasur lemas emotxdatar,0,0,11,72,0
130,1,muda-mudahan puasa kali bawa ubah jatengsaruratkorupsi jatengsaruratkorupsi jatengsaruratkorupsi jatengsaruratkorupsi jatengsaruratkorupsi jatengsaruratkorupsi jatengsaruratkorupsi jatengsaruratkorupsi jatengsaruratkorupsi jatengsaruratkorupsi,31,0,29,277,0
131,0,pusing        ,0,0,8,30,0
132,1,ken menang tidak ngeluarin air mata pagi ken senyum bawa hati siang siang gituin tetep enteng,6,0,25,151,0
133,0,tolong erti modal tidak a emotxtawa pikir kak zha saving encore korea galaot t,8,0,29,140,0
134,1,selamat malam cantik blsan siang,0,0,10,56,0
135,1,style kuliah doyoung simple tidak gaya bikin jatuh cinta pokok doyoung cocok gaya anak ekonomi prody sastra inggris ngejemput selesai kuliah,9,0,47,238,0
136,0,suka tidak habis pikir sm orang ngatain musibah timpa orang anggap azab ktk timpa golong coba ku misuh matane,8,2,29,156,1
137,1,kdg ktemu orang socmed trnyata temennya si tidak si eh trnyata si mantan si trnyata si bikin konten yutub why why the world is so smol,2,3,44,186,0
138,0,gaya banci sok jabat meting cuih a emotxtawa meting tidak beres z,0,1,14,77,0
139,0,ajar agama tuntas nga ngarang hidup isa sebut alquran jelek-jelekin isa baca alquran tidak,3,0,29,134,0
140,0,tidak ajar dampak negatif omong kata kasar politis sebut jokowi sinting muka gagas santri ucap bodoh sumbang menang presiden pilpres 2014,8,0,44,275,0
141,0,biarin noldy orang tua kasihan lihat orang tidak kerjan h,0,0,15,92,0
142,1,iya allah tugas selesai putri kecil lucu cinta wanita cantik bahagia suami,1,0,23,147,0
143,0,tanggung tinggal ramona sari jawat aktivis salah juang tangguh hak sehat seksual reproduksi perempuan indonesia moga maha kenan peluk pulang tuhan tuhan ambil,9,0,47,279,0
144,0,supir taxi nya keluh macet tidak macet supir pesawat edisi abu,0,1,19,105,0
145,0,tolong harga privasi jelasin tu tidak erti pikir sudut pandang sudut pandang si x sahabat udahlah,4,0,43,229,0
146,1,sama tidak pacar puasa iya sabar tahan tunggu nikmat hakiki percaya bahagia semangat tunggu buka semangatpuasa,7,0,35,214,0
147,1,oke maju hayom,1,0,4,25,0
148,1,sentuh langsung buah gol untung coba sejajar iya andy cole shearer berbatov,4,0,27,143,0
149,1,alhamdulillah selesai baca buku moga ilmu oleh berkah manfaat aamiin ayomembaca satuharisatubab jakarta,4,0,25,142,0
150,0,nonton film bioskop tidak tiket nonton iya paku payung kasih nyawa tidak tiket tetep maksa tolol sih,7,0,36,175,1
151,1,sukadeh teman ngetweet konten wawas dunia nyata share ilmu nyinyir kritik manfaat nyambung ngomongnya tidak cm bahas lamtur lipen,0,0,39,217,0
152,0,moga roboh timpa himbauan keras tidak sembarang situs sejarah sadis paksa kok jamaah garansi umur hidup,6,0,35,189,0
153,0,dear kirim dokumen jakarta sby pakai yes kirim senin ajun selasa sjuni skr rabu sampe-sampe bikin esmosi bayar lbh pakai yes tidak nyampe hari nomor resi 011060039617518,6,4,60,283,2
154,1,oldmoneygakngerasain main kocok sabun ambil gelas plastik masuk air and sabun colek kocok pakai sikat gigi halus pakai sabun mandi kocok busa tidak erti fungsi emotxtawa l,8,0,40,218,0
155,0,indosat ngehe,1,3,5,16,0
156,0,miris cipta karya susah payah uras pikir tenaga materi kalah oknum jiplak dar terima beres manfaat karya orang gimmik sensasi,8,0,44,242,1
157,1,cinta sederhana tidak untuk untuk nonton,4,0,26,113,0
158,1,halo sahabat dahsyat mesti artis boming,0,0,13,78,0
159,1,percaya tuhan rencana orang buat salah tidak ulang,22,0,22,144,0
160,1,go seung jae song hyeri jadi nungguin urus orang ending hubung emotxtangis seung jae muncul bentar hasil rebut atensi mas choi myeong ho ganteng,0,0,36,218,0
161,1,ku cerita kelak anak anak cinta inspirasi habis meeting tibatibacinta tibatibakangensuami tibatiba cerita orangyangkucintai jakarta,3,0,33,189,0
162,0,ter bodoh 540 download 7-70 sihabis igb download about time eps 06 mishammburabi eps 06,3,0,28,145,0
163,1,iya ampun bling cantik emotxtawa         ,0,0,11,59,0
164,0,kacamata sih emotxdatar mata susah lihat emotxtangis,0,0,15,71,0
165,0,si aib anak buka aib mar  ah april on,0,0,16,76,0
166,0,helloowpak asi games tinggal hitung minggu jakarta kelar benah tidak malu palembang 95 kerja kelar anies urusin trotoar selesai gubernur,9,0,45,243,0
167,0,mardani mingkem tidak masyarakat cerdas janganpilihpartaioposan sesat,41,6,21,116,5
168,1,pulang ngantor asyik loh emotxsenyum tidak macet emotxtawa,0,0,11,67,0
169,1,dare completed indah banget huuh emotxsenyum lumayan makan enak hah emotxtawa,0,0,15,76,0
170,0,anjing batu fucker fckng bodoh banci halah sumpahin nikah buselo,0,1,15,84,0
171,0,bicara orang tidak asik pahit  ,0,0,8,49,0
172,1,buset indosat banget nge berentiin pakai bukan id indosat super wifi,2,0,17,92,0
173,0,astaghfirullah jam 10 istighfar marah marahin orang please refer to my last e mail alias bitch i just said so why are you asking again,37,0,29,156,10
174,0,pingang sakit tbtb emotxdatar,0,0,7,38,0
175,1,semangat yeah am ready to work at pt iahgames indonesia ,0,0,15,70,0
176,0,tuju bang bikin hidup tidak tenang iya tidak mikirin cari order enak gedeg bikin opik begitu,1,0,39,189,0
177,1,bagus hasil foto mama with and karamina at quickly pic ,0,0,16,70,0
178,1,terima kasih dinporapar kabupaten purbalingga rekan pramuwisata purbalingga partisipasi acara buka puasa hadir sinergi isi maju pariwisata,7,0,39,239,0
179,1,habis foto enak mangkal emotxtawa at hakata ikousha pic ,0,0,17,76,0
180,0,tidak bukti tidak kabur bangsat cabul logika pikir orang waras cabul imam bela mampus cm takut tidak masuk surga,2,0,33,155,0
181,1,sungguh indah cipta sang tuhan sangat pesona garis senyum manis sayang,0,1,18,115,0
182,0,ojo engko tingkat ganteng hilang gundul gundul gundul lama risih poni,0,0,14,93,0
183,0,lihat postingannya simba via baru netijennya jahat ih bilang lebai via cedih woi cewek dm nga-nga mah marah,3,0,33,161,0
184,1,serah tuhan kekuatiran takut angkat hidup nyaman tenteram serta allah percaya asih,5,0,34,207,0
185,1,cinta si hitam idung lebar ,0,0,10,52,0
186,1,terima kasih ayah bunda percaya treatment baby raesha moga baby raesha sehat bahagia momnjogadingserpong giftawayforcustomer,7,0,27,177,0
187,1,ih canda bin dipaketin langsung sana,0,0,16,94,0
188,1,selamat pagi kaum hawa koda,0,0,6,37,0
189,0,11 25 selasa juli-juli018 lihat berita tokoh tokoh elit politik isi klaim konflik beda dapat jatuh otak dengkul 2018 jijik,5,0,32,183,0
190,1,selamat pagi kesayangankuh c             ,0,0,13,57,0
191,1,emotxtawa bahak bahak oiya em bm calista tidak baca tenang  ,0,0,11,80,0
192,0,sekian thread baca thread aneh sih tulis sumpah aneh banget ngatain bikin thread hadeh tidak jago nulis tulis tidak beranta thread mbak,3,0,45,225,0
193,0,sehat hidupin data seluler muncul notif kanan data seluler otomatis mati ulang padal kuota msih 1 gb tidak pakai respon respon iya,7,0,41,209,0
194,1,manusia polisi jaga tugas makam mantan presiden mustafa kemal patung tarik foto emotxtawa,4,0,26,157,0
195,0,malas iya dinas malam orang tidur kerja sh libur th keluh at rumah seni triplek ,0,0,23,114,0
196,1,emotxtawa seru ea,0,0,6,32,0
197,1,udara dukung sangat makan habis tidur hoam o,0,0,11,59,0
198,0,wowtuduhan rujuk nya please bilang mas,2,0,11,58,0
199,1,takdir ulang indah alam sejuk tempat sejarah sesuai emotxtawa terima kasih tim ici adventure pekanbaru giat bahagia,8,0,29,185,1
200,0,nyerang fansite suruh take down foto pas konser nyuruh fansite tutup fansite tutup iya sumber atm tutup emotxtawa,3,0,31,160,0
201,0,barang kirim nomor resi 013150189591518 antar iya tanggal 5 6 jam 09 24 wib st angke pagi tidak terus alamat tuju,3,0,37,179,0
202,1,keren gila suasana malam asrama putri,0,0,7,40,0
203,0,motor bus pen mabok,0,0,10,56,0
204,0,bau emotxsedih emotxtawa sangat diketawain,0,0,11,54,0
205,1,kangen luk dua tunggu love sayang,6,0,26,130,0
206,0,menang tak,0,0,8,38,0
207,1,jokowi hasil banget deh pokok bikin acara pesta hibur rakyat monas macet manatahaan http t co piqhkoawzg,4,0,19,124,0
208,0,umur gthn omong kaya tante asthn emotxdatar suka bocah sd culun polos,0,0,17,94,0
209,1,terima kasih temen-temen basis sedia luang panitia moga allah swt senantiasa rezeki halal berkah aamiin,6,0,33,199,1
210,0,parah juni buat,0,1,8,42,0
211,1,mie kuah kumis bareng thalia selamat makan at home swet home pic ,0,1,19,78,0
212,1,peluk engkau erat tak rebut mu peluk ku happy anniversary sayang gnov eimonths,0,0,23,126,0
213,1,alhamdulillah 3 30 juli is our happy day congratsmy sissymeskipun gadapet snm jalan raih mimpi snm merah menang sengguk peluk dua eh terima satu nya pilih snm,4,0,51,262,0
214,1,nangru aceh darussalam istimewa al fatihah teuku markam salam hormat keluarga teuku markam rakyat indonesia,11,0,24,145,0
215,0,percaya lelaki mati siksa zaman mati tak kunjung lupa tuhan jauh jauh tidak iya lupa,6,0,43,226,0
216,1,istimewa sedekah jumat,4,0,5,33,0
217,0,ya tidak liat ganggu jiwa tidak suka diliatin melulu uang uang wajib istri tidak bengkalai mah tidak suka sifat,0,0,54,250,0
218,1,hibur hape tidak lihat recehkantwitter iya google assistant ngirimin joke hidup uang kembali,2,0,27,142,0
219,0,jakarta gelap tutup awan mendung siap naro ember digerojogan,0,0,12,71,0
220,0,thae pkn susah banget,0,1,5,22,0
221,1,semangat pagi coi at hotel santika tmi ,0,0,10,44,0
222,1,malam nyoba bikin overnight oat kadar pisang lebi oatnya tida lupa tambah chia seeds madu vsoy moga sahurqu manis angan angan,3,0,33,192,0
223,1,agred sih hidup bahagia syukur,0,1,14,73,0
224,1,emotxtawa tobat mah emotxsenyum yah iya,0,0,12,47,0
225,1,rencana tuhan indah rencana emotxsenyum,0,0,13,68,0
226,0,tutup rumah jam emotxsedih pws,0,0,14,65,0
227,1,temu dengan takdir teman pilih jatuh cinta mu duga,1,0,20,127,0
228,1,enak nasi soto kantin adik emotxtawa fadilahgjgj enak nasi uduk pakai bala bala sambel a emotxtawa rt pujalalo gaenak deen,3,0,26,125,1
229,0,sumpah iya komplen uang debet bca cepat dikembaliin b pn bca hari b pn minggu minggu dibalikin nominal debet gede bca mana that s why i cinta bca your service satisfies me always,25,0,50,266,5
230,1,selamat siang sahabat pos mohon maaf balas kirim terima iya sahabat terima kasih percaya layan emotxsenyum fd,9,0,34,176,0
231,0,ah tidak temenan orang jahat ah   orang jahat cewek orang baek tindas emotxtawa,0,0,21,106,0
232,1,terima kasih musik bagus konten konten bagus terima kasih beri semangat jalan down,1,0,39,224,0
233,1,ledaehwi ku sayang sabar iya ngehujat brrti tidak support teman wannable asli dukung adik manis,3,0,35,168,0
234,0,tidak heran sih driver gocar ngeluh macet kayak ngeluh pas kerja serah deh pura tidak denger capek,5,0,31,147,0
235,0,emotxtawa kali sih erti yaudahlah iya you might consider to fuck your phone instead of me,4,0,32,165,0
236,1,emotxtawa sehat wih bang arip kabare apik enak gontai gontai,0,0,14,75,0
237,0,uang konsumsi buka puasa bareng anak yatim bayar katering,1,0,28,143,0
238,1,wajah kasih puja pipi tirus usap mata pejam kecup benar orang cinta buta,5,0,31,154,0
239,1,negara sisa helat turnamen akbar milik taktik kunci jamak harap juara fifa world cup 2018 belgia anggap tim contoh bonus demografi ucap selamat pep,11,0,47,274,1
240,1,romantis turut dilakuin jalan jalan kaki tidak ngebiarin sisi hindar serempet dijagain,0,0,27,162,0
241,0,repot tu dar baca erti nahdisitu timbul salah paham selektif argument ndakpapa selagi nalar tetep jalur jalur jalur itupelanggaran celotehreceh,2,0,39,239,0
242,0,emotxkedip gorgeous kaya orang emotxkedip emotxtawa 3,0,0,10,43,0
243,1,kali ngerasa sukarela nyebarin giat suka manfaat nyebarin sebar mari sepeda sepeda bandungbersepeda bandung bandungnightride indonesiabersepeda,3,1,42,250,0
244,0,langgar bawaslu lawan politik nya beliau ah terjun image beliau masyarakat,4,0,30,150,0
245,1,mantap ye bahasa orang falin love mah beda kak,0,0,10,52,0
246,1,ngerasa hidup enak allah allah kasih uji ngebuat allah finya allah sayang tegur hamba dosa hamba penuh,16,0,48,241,1
247,1,alhamdulillah puji allah tuhan semesta alam terimakasih nikmat sehat rezeki umur happy-happy5 thanksfam thanksdear,3,0,27,148,0
248,1,moga tuhan senantiasa serta langkah jadi hubung kuat hadap uji hidup i love you,5,0,24,151,1
249,1,bahagia emotxkedip,0,0,4,16,0
250,0,situ ngelacur bayar urus cuma gasukak situ salah gamo maap etapi urus situ jugak si sukak or tidak ma situ,1,0,36,186,0
251,1,pacu fisik biar tetep jaga puasa bikin labil siap puncak mandala diksar wanadri jauh ayodong semangat,1,1,28,168,0
252,1,asa baca novel jenis novel destar informasi sangat riil kisah nyata cacat hukum,4,0,24,131,0
253,0,back to maba lyfe jam gin pulang kos motor jalan gelap sepi takut berani yallah banget minggu kuliah quat quat quat,8,1,36,173,0
254,1,selamat tidur bidadari titip malaikat jaga malam emotxsenyum,0,0,13,76,0
255,0,kaya iya netijen leceh seksual korban salah posisi korban sederhana iya tidak orang korban respect si sm viavallen enggak si laku malu ingat,5,0,55,276,0
256,0,sistem ppdb pilih sekolah epilihan st dki jabar rpilihan tlg seragam seluruh propinsi jalur prestasi bukti daftar dinas didik barkot piagam bohong lgs blok,0,0,42,248,0
257,1,sayang selamat ulang iya ayu popo crew tunggu 00 00 wib banget loh semogacepat mup on atta ngomong-ngomong si clara ngeblock,7,0,39,168,1
258,1,emas main badminton rekan dwi sulistyono sabet juara kelas double junior piala bupati 2008 2010 semi final single junior 2007 ngiang,6,0,36,209,0
259,0,mikir apas bel sok update biar ikut viral hm tidak apa tidak retweet or reply this thread nunjukin iya artis orang iya hak marah dilecehin,2,0,57,270,0
260,0,tak pajang hadist ayat allah benar niat tak jual ayat hadist benar,3,0,29,160,0
261,1,finally tuju capai berani buka twitlagi tak takut spoiler ohho,2,0,17,94,0
262,1,cepat sembuh sayang ku biar main mimi mimo biar jalan jalan i love you bo kngdaniel96,2,0,26,126,1
263,0,it s like a circle of stupidity atlit tidak diurusin duit bebenah biar atlit negri nyaman atlit gizi beres bebenah eh salah stadion rusak supporter tim atlit main jelek what a moron,4,0,56,278,0
264,0,nyinyir hijrah hijrah mndapatkan modal dalil satu hmbingung deh orang tidak happy orang rubah mnjadi,4,0,45,258,0
265,0,orang niat banget bikin akun gaib maki parah orang marah akun gaib,2,2,23,114,0
266,1,armyaku bilang sayang emotxtangis sayang bts,67,0,11,77,11
267,0,    kondekeong mbak kantor fu,0,1,19,63,0
